,title,day,date,place_cd,place,race_no,race_type,distance,deadline,toban_1,toban_2,toban_3,toban_4,toban_5,toban_6,name_1,name_2,name_3,name_4,name_5,name_6,area_1,area_2,area_3,area_4,area_5,area_6,class_1,class_2,class_3,class_4,class_5,class_6,age_1,age_2,age_3,age_4,age_5,age_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,glob_win_1,glob_win_2,glob_win_3,glob_win_4,glob_win_5,glob_win_6,glob_in2_1,glob_in2_2,glob_in2_3,glob_in2_4,glob_in2_5,glob_in2_6,loc_win_1,loc_win_2,loc_win_3,loc_win_4,loc_win_5,loc_win_6,loc_in2_1,loc_in2_2,loc_in2_3,loc_in2_4,loc_in2_5,loc_in2_6,moter_no_1,moter_no_2,moter_no_3,moter_no_4,moter_no_5,moter_no_6,moter_in2_1,moter_in2_2,moter_in2_3,moter_in2_4,moter_in2_5,moter_in2_6,boat_no_1,boat_no_2,boat_no_3,boat_no_4,boat_no_5,boat_no_6,boat_in2_1,boat_in2_2,boat_in2_3,boat_in2_4,boat_in2_5,boat_in2_6
0,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,1,朝1戦一般,1800,08:53,4356,4253,4153,5021,5058,5163,長岡良也,西川真人,佐々木巌,計盛光,前原大道,清水愛海,兵庫,滋賀,山口,大阪,岡山,山口,A1,B1,B1,B1,B1,B2,36,37,40,26,24,21,52,57,57,47,52,47,6.64,4.41,4.09,2.53,3.98,1.68,50.00,16.48,18.75,6.67,16.22,0.00,6.17,4.53,3.30,0.00,1.29,0.00,33.33,20.59,8.70,0.00,0.00,0.00,51,21,68,56,31,40,37.21,38.10,25.00,22.22,27.78,27.17,38,74,73,46,65,48,33.14,41.28,34.07,34.48,25.74,35.33
1,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,2,モー2ング一,1800,09:22,4325,3745,4495,3871,5088,5104,新出浩司,橋本年光,森晋太郎,池田紫乃,高憧四季,山田丈,大阪,兵庫,福岡,長崎,大阪,福岡,A2,A2,B1,B1,B1,B1,37,46,33,45,21,22,53,53,54,45,47,51,5.66,5.55,4.28,5.38,3.70,2.51,39.64,31.93,26.09,36.05,18.75,3.57,5.27,6.14,6.29,5.14,2.00,3.00,35.14,37.84,42.86,37.93,14.29,0.00,64,49,14,66,38,29,27.71,34.74,47.37,34.67,31.87,32.05,56,50,70,31,88,62,29.78,40.25,41.61,31.75,35.15,33.70
2,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,3,3ライズ戦一,1800,09:51,3935,4896,3548,4876,4234,5165,岩津徹郎,花本剛,室田泰史,梅木敬太,野相弘司,小林愛実,岡山,山口,福井,福井,福岡,岡山,A2,B1,A2,B1,B1,B2,43,29,50,26,37,20,55,56,55,54,58,46,5.44,3.99,6.14,4.96,4.34,1.00,30.93,18.99,44.62,31.91,28.92,0.00,4.70,2.89,6.17,4.00,4.62,0.00,25.58,5.56,44.44,22.22,28.85,0.00,58,34,65,28,70,11,23.94,34.31,38.55,20.00,40.00,45.88,57,59,68,52,84,78,28.57,33.15,38.27,27.41,37.34,37.97
3,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,4,おは4戦一般,1800,10:20,3915,4672,4425,3746,4782,5113,繁野谷圭,守屋大地,大井清貴,岡瀬正人,浜崎準也,黒明花夢,大阪,岡山,山口,岡山,岡山,岡山,A2,B1,B1,A2,A2,B2,46,34,35,45,33,21,52,53,53,53,50,51,6.55,4.05,4.62,5.77,5.35,1.58,40.91,19.70,25.77,36.57,33.85,1.75,7.00,4.65,4.76,6.45,5.64,1.50,50.00,22.58,24.44,49.02,38.00,0.00,60,42,55,50,20,61,29.89,28.00,32.18,23.08,22.22,31.65,49,33,77,54,76,44,29.70,28.38,26.39,41.45,42.68,24.66
4,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,5,一般,1800,10:49,3409,3775,4254,3631,5026,5021,三好一,泉啓文,川島圭司,田添康介,安河内健,計盛光,福井,岡山,滋賀,長崎,佐賀,大阪,B1,B1,A2,B1,A2,B1,51,46,37,51,25,26,56,58,52,57,52,47,3.72,4.44,5.54,4.60,5.58,2.53,16.47,25.00,32.28,26.47,39.53,6.67,3.94,4.58,5.53,4.52,4.01,0.00,18.75,26.92,36.84,17.24,21.28,0.00,12,52,63,33,23,56,17.07,51.19,29.73,41.38,43.68,22.22,41,63,69,64,53,46,41.61,28.47,29.89,28.17,29.71,34.48
5,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,6,一般,1800,11:19,3539,5121,5088,4720,3853,4762,金子順一,定松勇樹,高憧四季,西澤日花,岩崎正哉,藤原啓史,山口,佐賀,大阪,長崎,福岡,岡山,B1,B1,B1,B1,A2,A1,52,19,21,26,48,30,53,52,47,43,58,50,4.54,3.62,3.70,4.06,5.99,6.79,21.88,20.00,18.75,17.02,38.28,52.17,4.68,3.20,2.00,2.38,5.93,6.66,16.22,17.50,14.29,0.00,37.93,51.72,32,59,38,15,47,19,27.78,34.52,31.87,19.40,27.63,28.75,40,85,88,72,32,61,36.87,39.11,35.15,34.12,36.42,26.97
6,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,7,一般,1800,11:49,4495,4234,4876,4923,5163,4164,森晋太郎,野相弘司,梅木敬太,末武里奈,清水愛海,岩永節也,福岡,福岡,福井,山口,山口,長崎,B1,B1,B1,B2,B2,B1,33,37,26,28,21,38,54,58,54,49,47,55,4.28,4.34,4.96,2.58,1.68,4.17,26.09,28.92,31.91,3.85,0.00,20.43,6.29,4.62,4.00,2.25,0.00,3.56,42.86,28.85,22.22,4.17,0.00,8.00,14,70,28,67,40,37,47.37,40.00,20.00,22.22,27.17,28.75,70,84,34,86,48,55,41.61,37.34,27.71,38.51,35.33,25.83
7,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,8,一般,1800,12:20,4425,5104,3561,3745,5165,4782,大井清貴,山田丈,池田真治,橋本年光,小林愛実,浜崎準也,山口,福岡,岡山,兵庫,岡山,岡山,B1,B1,B1,A2,B2,A2,35,22,52,46,20,33,53,51,52,53,46,50,4.62,2.51,4.02,5.55,1.00,5.35,25.77,3.57,19.78,31.93,0.00,33.85,4.76,3.00,5.70,6.14,0.00,5.64,24.44,0.00,30.00,37.84,0.00,38.00,55,29,48,49,11,20,32.18,32.05,24.10,34.74,45.88,22.22,77,62,81,50,78,76,26.39,33.70,41.72,40.25,37.97,42.68
8,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,9,からっキー特,1800,12:53,5058,3746,3631,3935,3871,3409,前原大道,岡瀬正人,田添康介,岩津徹郎,池田紫乃,三好一,岡山,岡山,長崎,岡山,長崎,福井,B1,A2,B1,A2,B1,B1,24,45,51,43,45,51,52,53,57,55,45,56,3.98,5.77,4.60,5.44,5.38,3.72,16.22,36.57,26.47,30.93,36.05,16.47,1.29,6.45,4.52,4.70,5.14,3.94,0.00,49.02,17.24,25.58,37.93,18.75,31,50,33,58,66,12,27.78,23.08,41.38,23.94,34.67,17.07,65,54,64,57,31,41,25.74,41.45,28.17,28.57,31.75,41.61
9,ズバッと!!なべチャンネル杯,6,2021-01-11,23,唐津,10,選抜戦,1800,13:28,3853,3915,4896,4356,4254,3933,岩崎正哉,繁野谷圭,花本剛,長岡良也,川島圭司,山地正樹,福岡,大阪,山口,兵庫,滋賀,岡山,A2,A2,B1,A1,A2,A1,48,46,29,36,37,44,58,52,56,52,52,55,5.99,6.55,3.99,6.64,5.54,7.40,38.28,40.91,18.99,50.00,32.28,60.48,5.93,7.00,2.89,6.17,5.53,6.30,37.93,50.00,5.56,33.33,36.84,40.00,47,60,34,51,63,41,27.63,29.89,34.31,37.21,29.73,20.69,32,49,59,38,69,79,36.42,29.70,33.15,33.14,29.89,37.50
