,title,day,date,place_cd,place,race_no,race_type,distance,deadline,toban_1,toban_2,toban_3,toban_4,toban_5,toban_6,name_1,name_2,name_3,name_4,name_5,name_6,area_1,area_2,area_3,area_4,area_5,area_6,class_1,class_2,class_3,class_4,class_5,class_6,age_1,age_2,age_3,age_4,age_5,age_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,glob_win_1,glob_win_2,glob_win_3,glob_win_4,glob_win_5,glob_win_6,glob_in2_1,glob_in2_2,glob_in2_3,glob_in2_4,glob_in2_5,glob_in2_6,loc_win_1,loc_win_2,loc_win_3,loc_win_4,loc_win_5,loc_win_6,loc_in2_1,loc_in2_2,loc_in2_3,loc_in2_4,loc_in2_5,loc_in2_6,moter_no_1,moter_no_2,moter_no_3,moter_no_4,moter_no_5,moter_no_6,moter_in2_1,moter_in2_2,moter_in2_3,moter_in2_4,moter_in2_5,moter_in2_6,boat_no_1,boat_no_2,boat_no_3,boat_no_4,boat_no_5,boat_no_6,boat_in2_1,boat_in2_2,boat_in2_3,boat_in2_4,boat_in2_5,boat_in2_6
0,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,1,予選,1800,08:47,4025,4727,4487,5027,5203,4272,山本隆幸,安部慎一,三原司,重冨勇哉,神里琴音,大場広孝,兵庫,福岡,福岡,山口,福岡,福岡,A1,B1,B1,B1,B2,B1,43,33,35,24,16,39,52,53,52,56,45,58,6.54,4.29,3.87,4.15,0.00,4.66,49.04,22.43,16.00,20.00,0.00,26.05,6.49,2.54,4.43,3.11,0.00,5.17,45.95,4.17,21.98,11.11,0.00,29.52,6,3,24,32,9,18,0.00,0.00,0.00,0.00,0.00,0.00,74,73,44,60,14,28,25.00,54.55,50.00,34.62,26.92,50.00
1,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,3,予選,1800,09:45,4163,4046,3522,4906,4148,3832,山崎裕司,谷村啓司,長溝一生,鈴木雅希,枝尾賢,下田哲也,広島,福岡,佐賀,東京,福岡,香川,A1,B1,A2,B1,A1,B1,39,41,52,26,39,46,51,54,54,54,51,53,5.85,3.31,6.43,5.45,6.96,5.39,34.15,6.25,50.43,36.89,52.17,33.09,6.17,4.22,6.78,5.20,6.75,5.16,41.67,17.91,55.00,20.00,58.33,28.89,30,5,16,27,8,29,0.00,0.00,0.00,0.00,0.00,0.00,29,36,38,26,64,37,29.63,35.71,24.00,34.48,33.33,60.00
2,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,5,予選,1800,10:45,4811,4266,3233,4272,5032,3837,向井田佑,長田頼宗,小畑実成,大場広孝,谷口知優,秋山広一,広島,東京,岡山,福岡,香川,香川,A2,A1,A2,B1,B1,A1,32,35,54,39,23,45,50,54,53,58,52,50,5.40,6.90,5.63,4.66,3.65,6.09,34.93,53.47,34.81,26.05,17.65,41.94,4.94,6.44,5.90,5.17,2.33,6.00,33.96,22.22,38.10,29.52,11.11,46.15,11,42,28,18,31,1,0.00,0.00,0.00,0.00,0.00,0.00,23,25,48,28,24,58,46.43,50.00,33.33,50.00,19.05,15.79
3,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,6,予選,1800,11:16,3564,4842,4817,4798,3265,5027,桑原啓,山下昂大,渡邉翼,浜先真範,今村暢孝,重冨勇哉,福岡,岡山,山口,広島,福岡,山口,B1,B1,A2,A2,A1,B1,51,29,30,28,56,24,53,55,49,52,51,56,4.43,5.51,5.53,6.38,6.44,4.15,26.23,32.26,36.67,45.19,48.31,20.00,4.21,5.80,6.43,6.71,5.96,3.11,23.53,42.22,42.86,54.84,40.48,11.11,17,38,40,10,22,32,0.00,0.00,0.00,0.00,0.00,0.00,63,71,21,46,52,60,11.11,50.00,28.57,22.22,36.67,34.62
4,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,7,予選,1800,11:47,3825,4525,4355,3832,4866,5203,宮嵜隆太,真子奈津,小川広大,下田哲也,橋本英一,神里琴音,福岡,福岡,福岡,香川,福岡,福岡,B1,B1,B1,B1,B1,B2,47,33,37,46,31,16,60,46,56,53,54,45,3.91,4.47,4.01,5.39,3.99,0.00,18.97,25.98,19.05,33.09,15.28,0.00,4.14,4.12,4.21,5.16,3.67,0.00,22.03,21.43,17.11,28.89,13.04,0.00,21,2,12,29,35,9,0.00,0.00,0.00,0.00,0.00,0.00,33,70,61,37,18,14,24.14,45.00,36.67,60.00,45.16,26.92
5,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,8,予選,1800,12:19,4006,4874,4155,4324,4046,3508,小野勇作,池田奈津,長野壮志,海野康志,谷村啓司,久富政弘,佐賀,福岡,福岡,山口,福岡,佐賀,A2,B1,A2,A1,B1,B1,43,27,40,33,41,49,50,51,58,59,54,54,5.81,4.28,5.71,6.81,3.31,5.06,37.58,20.31,38.36,52.41,6.25,36.13,5.42,3.78,6.06,6.83,4.22,5.40,33.33,11.11,41.25,56.10,17.91,29.03,4,7,26,33,5,23,0.00,0.00,0.00,0.00,0.00,0.00,41,32,42,17,36,62,15.79,15.79,27.27,17.86,35.71,26.32
6,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,9,予選特賞,1800,12:51,3604,3462,4148,3233,3564,3484,武藤綾子,竹上真司,枝尾賢,小畑実成,桑原啓,芝田浩治,福岡,岡山,福岡,岡山,福岡,兵庫,B1,A2,A1,A2,B1,A1,50,53,39,54,51,49,48,52,51,53,53,55,4.14,5.32,6.96,5.63,4.43,6.16,16.00,32.86,52.17,34.81,26.23,45.11,3.96,6.02,6.75,5.90,4.21,6.92,20.83,34.92,58.33,38.10,23.53,58.33,41,25,8,28,17,15,0.00,0.00,0.00,0.00,0.00,0.00,65,55,64,48,63,69,22.22,15.79,33.33,33.33,11.11,23.08
7,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,11,予選特選,1800,14:03,4155,4866,3265,4776,4487,3522,長野壮志,橋本英一,今村暢孝,竹田和哉,三原司,長溝一生,福岡,福岡,福岡,香川,福岡,佐賀,A2,B1,A1,A1,B1,A2,40,31,56,27,35,52,58,54,51,54,52,54,5.71,3.99,6.44,6.82,3.87,6.43,38.36,15.28,48.31,54.01,16.00,50.43,6.06,3.67,5.96,6.19,4.43,6.78,41.25,13.04,40.48,39.62,21.98,55.00,26,35,22,34,24,16,0.00,0.00,0.00,0.00,0.00,0.00,42,18,52,39,44,38,27.27,45.16,36.67,31.58,50.00,24.00
8,BTS嘉麻オープン9周年記念,2,2021-05-25,21,芦屋,12,予選特選,1800,14:43,4266,4163,4324,4349,4817,3462,長田頼宗,山崎裕司,海野康志,犬童千秋,渡邉翼,竹上真司,東京,広島,山口,福岡,山口,岡山,A1,A1,A1,A2,A2,A2,35,39,33,35,30,53,54,51,59,48,49,52,6.90,5.85,6.81,4.85,5.53,5.32,53.47,34.15,52.41,34.55,36.67,32.86,6.44,6.17,6.83,4.27,6.43,6.02,22.22,41.67,56.10,26.67,42.86,34.92,42,30,33,39,40,25,0.00,0.00,0.00,0.00,0.00,0.00,25,29,17,19,72,55,50.00,29.63,17.86,25.93,26.67,15.79
9,第48回ボートレースオールスター,1,2021-05-25,20,若松,1,予選,1800,14:27,4686,4456,3590,4418,4030,4028,丸野一樹,鎌倉涼,濱野谷憲,茅原悠紀,森高一真,田村隆信,滋賀,大阪,東京,岡山,香川,徳島,A1,A1,A1,A1,A1,A1,29,32,47,33,42,43,52,44,55,55,50,55,7.22,7.51,7.46,7.54,7.21,7.24,52.90,59.77,56.62,49.07,54.17,53.91,8.27,0.00,6.23,7.97,6.80,8.22,66.67,0.00,41.67,57.58,47.27,57.78,27,45,39,2,53,51,32.80,35.66,28.97,32.52,37.70,30.50,41,53,70,39,59,71,32.26,37.80,32.32,33.70,30.77,31.44
