,title,day,date,place_cd,place,race_no,race_type,distance,deadline,toban_1,toban_2,toban_3,toban_4,toban_5,toban_6,name_1,name_2,name_3,name_4,name_5,name_6,area_1,area_2,area_3,area_4,area_5,area_6,class_1,class_2,class_3,class_4,class_5,class_6,age_1,age_2,age_3,age_4,age_5,age_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,glob_win_1,glob_win_2,glob_win_3,glob_win_4,glob_win_5,glob_win_6,glob_in2_1,glob_in2_2,glob_in2_3,glob_in2_4,glob_in2_5,glob_in2_6,loc_win_1,loc_win_2,loc_win_3,loc_win_4,loc_win_5,loc_win_6,loc_in2_1,loc_in2_2,loc_in2_3,loc_in2_4,loc_in2_5,loc_in2_6,moter_no_1,moter_no_2,moter_no_3,moter_no_4,moter_no_5,moter_no_6,moter_in2_1,moter_in2_2,moter_in2_3,moter_in2_4,moter_in2_5,moter_in2_6,boat_no_1,boat_no_2,boat_no_3,boat_no_4,boat_no_5,boat_no_6,boat_in2_1,boat_in2_2,boat_in2_3,boat_in2_4,boat_in2_5,boat_in2_6
0,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,1,予選,1800,08:50,4566,4248,3508,3620,5009,2912,塩田北斗,岡本大,久富政弘,信濃由行,大賀龍之,尾崎鉄也,福岡,長崎,佐賀,福井,福岡,長崎,A1,B1,B1,B1,B1,B1,33,39,50,47,24,65,53,55,54,53,55,56,7.02,4.31,4.46,3.59,4.36,3.28,52.03,18.67,27.03,13.98,23.40,13.24,7.09,4.18,5.39,3.89,3.14,4.44,54.62,20.45,31.88,11.11,10.13,26.92,23,57,14,17,13,34,24.30,32.14,36.04,31.25,29.63,34.86,62,23,69,72,47,41,40.43,34.78,25.00,25.64,38.64,32.59
1,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,2,予選,1800,09:19,4189,4811,3436,3833,3506,5102,川上剛,向井田佑,柏野幸二,中辻博訓,宮西真昭,原田雄次,福岡,広島,岡山,福井,佐賀,福岡,A2,B1,B1,A1,B1,B1,40,32,52,47,50,23,54,49,51,55,53,51,6.53,5.73,5.79,6.75,3.20,3.79,44.81,40.00,39.00,50.41,7.84,17.58,6.85,5.11,6.08,6.90,3.42,2.15,52.66,32.79,44.74,52.50,16.13,6.38,40,49,36,26,28,7,28.70,21.62,30.97,26.61,37.84,32.71,64,71,33,26,52,35,26.61,36.88,32.86,36.23,37.86,35.81
2,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,3,予選,1800,09:48,3933,3974,4351,4056,3629,5219,山地正樹,深山祐二,里岡右貴,小西英輝,浅見昌克,森口和紀,岡山,佐賀,福岡,福井,埼玉,福岡,A1,B1,A1,B1,A2,B2,45,45,35,43,52,21,54,53,54,52,52,51,6.60,4.01,6.37,4.63,5.97,0.00,51.94,20.24,45.39,24.39,40.46,0.00,6.50,3.42,6.24,4.50,6.46,0.00,41.67,15.25,49.43,25.00,39.29,0.00,58,63,20,6,8,51,26.32,26.37,33.04,28.57,33.63,32.43,38,25,55,68,31,40,30.83,37.32,35.71,33.07,26.92,35.04
3,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,4,予選,1800,10:19,4236,3838,3273,4076,4661,5223,松村敏,伊藤啓三,石田豪,杉田篤光,中島昂章,森清友翔,福岡,埼玉,広島,静岡,佐賀,福岡,A1,A2,B1,A2,B1,B2,38,46,55,43,29,20,53,53,52,52,51,53,7.61,5.69,4.43,5.57,4.90,0.00,64.13,39.56,25.33,32.41,30.91,0.00,7.30,4.29,5.33,5.46,4.91,0.00,59.49,17.65,35.19,25.00,23.91,0.00,35,19,11,45,2,18,35.59,30.00,30.43,36.13,30.63,21.78,14,65,17,20,54,19,29.03,25.00,28.79,29.77,32.84,35.56
4,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,5,予選,1800,10:50,4133,5009,3473,3853,4625,5126,高橋正男,大賀龍之,石川真二,岩崎正哉,渡邊裕貴,山下大輝,兵庫,福岡,福岡,福岡,静岡,兵庫,A2,B1,A1,A1,B1,B1,41,24,51,49,35,25,53,55,52,57,52,49,5.93,4.36,7.14,5.85,4.02,2.74,42.86,23.40,59.75,40.95,24.10,4.35,5.68,3.14,6.52,6.61,2.45,0.00,47.37,10.13,45.16,50.00,0.00,0.00,12,13,41,61,32,21,24.27,29.63,27.83,22.68,26.53,28.18,44,47,16,75,53,18,36.11,38.64,56.93,33.86,32.64,25.56
5,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,6,予選,1800,11:20,3508,3514,5102,3256,4213,4216,久富政弘,山一鉄也,原田雄次,三角哲男,重富伸也,星栄爾,佐賀,福岡,福岡,東京,長崎,静岡,B1,A2,B1,A2,B1,A2,50,54,23,54,37,36,54,51,51,51,54,54,4.46,6.12,3.79,6.63,4.15,5.83,27.03,46.92,17.58,49.02,16.00,41.49,5.39,7.09,2.15,8.11,3.95,0.00,31.88,58.26,6.38,55.56,18.92,0.00,14,64,7,43,29,37,36.04,30.19,32.71,33.01,18.18,29.36,69,58,35,30,22,27,25.00,32.58,35.81,34.31,48.15,45.65
6,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,7,予選,1800,11:50,3928,3890,3044,4753,4248,5107,林恵祐,小宮淳史,三宅爾士,森照夫,岡本大,松本真広,福岡,岡山,福井,福岡,長崎,福岡,B1,B1,B1,B1,B1,B2,46,46,61,33,39,22,59,56,58,53,55,50,3.79,5.19,4.55,5.17,4.31,2.68,19.18,28.09,22.37,31.03,18.67,1.75,4.17,4.81,4.65,3.91,4.18,1.48,23.91,14.29,19.23,23.91,20.45,0.00,56,10,47,54,57,65,28.57,34.69,22.68,33.64,32.14,35.40,49,56,48,15,23,28,29.23,33.33,34.48,33.83,34.78,38.57
7,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,8,予選,1800,12:22,3629,3620,3075,3436,5034,4713,浅見昌克,信濃由行,中村裕将,柏野幸二,若林義人,白神優,埼玉,福井,埼玉,岡山,静岡,岡山,A2,B1,A2,B1,B1,A1,52,47,59,52,23,31,52,53,53,51,56,54,5.97,3.59,5.59,5.79,4.84,5.68,40.46,13.98,38.74,39.00,23.68,37.29,6.46,3.89,5.85,6.08,0.00,6.46,39.29,11.11,40.00,44.74,0.00,48.21,8,17,39,36,27,31,33.63,31.25,23.08,30.97,32.38,18.87,31,72,21,33,13,11,26.92,25.64,39.52,32.86,29.01,35.21
8,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,9,予選特賞,1800,12:56,3981,3853,2912,4189,3974,5138,今坂晃広,岩崎正哉,尾崎鉄也,川上剛,深山祐二,村本大成,静岡,福岡,長崎,福岡,佐賀,福岡,B1,A1,B1,A2,B1,B2,44,49,65,40,45,21,52,57,56,54,53,54,5.22,5.85,3.28,6.53,4.01,1.85,30.43,40.95,13.24,44.81,20.24,6.25,5.70,6.61,4.44,6.85,3.42,1.28,50.00,50.00,26.92,52.66,15.25,2.33,1,61,34,40,63,16,33.04,22.68,34.86,28.70,26.37,25.00,60,75,41,64,25,45,31.34,33.86,32.59,26.61,37.32,38.73
9,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,10,予選特賞,1800,13:31,3514,4625,3771,3890,3838,4790,山一鉄也,渡邊裕貴,折下寛法,小宮淳史,伊藤啓三,柳内敬太,福岡,静岡,東京,岡山,埼玉,兵庫,A2,B1,A2,B1,A2,A2,54,35,47,46,46,32,51,52,52,56,53,53,6.12,4.02,5.66,5.19,5.69,5.05,46.92,24.10,38.18,28.09,39.56,30.61,7.09,2.45,7.11,4.81,4.29,5.25,58.26,0.00,57.89,14.29,17.65,36.11,64,32,38,10,19,4,30.19,26.53,34.58,34.69,30.00,27.93,58,53,66,56,65,63,32.58,32.64,28.35,33.33,25.00,38.57
10,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,11,予選特選,1800,14:07,3256,4753,3933,4523,4811,4076,三角哲男,森照夫,山地正樹,中村辰也,向井田佑,杉田篤光,東京,福岡,岡山,長崎,広島,静岡,A2,B1,A1,A2,B1,A2,54,33,45,33,32,43,51,53,54,52,49,52,6.63,5.17,6.60,5.70,5.73,5.57,49.02,31.03,51.94,39.09,40.00,32.41,8.11,3.91,6.50,5.40,5.11,5.46,55.56,23.91,41.67,37.50,32.79,25.00,43,54,58,3,49,45,33.01,33.64,26.32,26.36,21.62,36.13,30,15,38,37,71,20,34.31,33.83,30.83,30.37,36.88,29.77
11,西部ボートレース記者クラブ杯,1,2021-11-16,21,芦屋,12,ドリームレー,1800,14:46,3473,3833,4566,4713,4236,4351,石川真二,中辻博訓,塩田北斗,白神優,松村敏,里岡右貴,福岡,福井,福岡,岡山,福岡,福岡,A1,A1,A1,A1,A1,A1,51,47,33,31,38,35,52,55,53,54,53,54,7.14,6.75,7.02,5.68,7.61,6.37,59.75,50.41,52.03,37.29,64.13,45.39,6.52,6.90,7.09,6.46,7.30,6.24,45.16,52.50,54.62,48.21,59.49,49.43,41,26,23,31,35,20,27.83,26.61,24.30,18.87,35.59,33.04,16,26,62,11,14,55,56.93,36.23,40.43,35.21,29.03,35.71
12,スポニチ金杯争奪戦準優進出バトル,1,2021-11-16,19,下関,1,シーモ戦,1800,15:28,4128,4035,4818,3471,4572,3880,川口貴久,杉江浩明,伏見俊介,赤峰和也,渡部悟,浅見宗孝,東京,愛知,東京,佐賀,大阪,埼玉,A2,B1,B1,B1,B1,B1,41,43,30,51,33,48,55,51,55,53,54,54,5.16,4.08,2.95,3.68,5.72,5.77,31.86,25.23,19.05,13.89,41.38,37.89,0.00,0.00,5.00,3.62,5.38,3.86,0.00,0.00,30.00,14.29,33.33,19.05,60,11,47,44,68,51,37.40,32.23,25.19,48.87,29.85,45.60,39,25,35,16,37,45,27.34,41.35,31.06,36.09,27.78,27.78
13,スポニチ金杯争奪戦準優進出バトル,1,2021-11-16,19,下関,2,予選,1800,16:00,4396,3444,4495,3908,3647,3459,大田直弥,香月大介,森晋太郎,重成一人,伊藤雄二,中野和裕,山口,福岡,福岡,香川,埼玉,佐賀,B1,B1,B1,B2,B1,B1,35,52,34,43,49,54,51,52,54,55,50,54,5.12,4.24,4.45,6.32,4.68,4.40,27.00,22.45,22.67,46.43,25.88,23.88,5.41,4.68,5.25,6.90,0.00,3.91,31.33,32.14,50.00,40.00,0.00,18.18,14,61,48,73,31,32,45.77,35.07,39.84,33.09,34.04,29.55,22,48,49,31,72,52,40.91,34.33,33.09,29.37,30.88,39.23
14,スポニチ金杯争奪戦準優進出バトル,1,2021-11-16,19,下関,3,予選,1800,16:28,4631,4592,4624,3855,3922,3679,新井英孝,小林孝弘,高田明,大熊辰弥,菅沼佳昭,飯島昌弘,大阪,山口,佐賀,香川,愛知,埼玉,B1,B1,A2,B1,B1,A1,34,40,36,49,46,48,52,51,49,51,52,53,4.94,5.29,6.82,4.05,4.25,6.80,32.50,32.61,52.99,14.15,25.33,50.00,4.53,4.60,5.74,2.73,2.86,7.71,5.26,25.86,38.24,9.09,7.14,57.14,41,36,64,28,23,34,26.92,48.91,27.07,27.82,37.10,35.46,24,26,71,18,68,51,31.62,33.33,28.79,51.88,21.26,36.09
