,title,day,date,place_cd,place,race_no,race_type,distance,deadline,toban_1,toban_2,toban_3,toban_4,toban_5,toban_6,name_1,name_2,name_3,name_4,name_5,name_6,area_1,area_2,area_3,area_4,area_5,area_6,class_1,class_2,class_3,class_4,class_5,class_6,age_1,age_2,age_3,age_4,age_5,age_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,glob_win_1,glob_win_2,glob_win_3,glob_win_4,glob_win_5,glob_win_6,glob_in2_1,glob_in2_2,glob_in2_3,glob_in2_4,glob_in2_5,glob_in2_6,loc_win_1,loc_win_2,loc_win_3,loc_win_4,loc_win_5,loc_win_6,loc_in2_1,loc_in2_2,loc_in2_3,loc_in2_4,loc_in2_5,loc_in2_6,moter_no_1,moter_no_2,moter_no_3,moter_no_4,moter_no_5,moter_no_6,moter_in2_1,moter_in2_2,moter_in2_3,moter_in2_4,moter_in2_5,moter_in2_6,boat_no_1,boat_no_2,boat_no_3,boat_no_4,boat_no_5,boat_no_6,boat_in2_1,boat_in2_2,boat_in2_3,boat_in2_4,boat_in2_5,boat_in2_6
0,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,1,予選,1800,17:15,3843,4966,5091,4746,4919,3614,上之晃弘,田川大貴,為本智也,大豆生蒼,吉田翔悟,谷勝幸,長崎,長崎,福井,埼玉,長崎,広島,B1,B1,B1,B1,B1,B1,45,24,21,27,30,48,55,53,54,49,52,55,4.90,4.42,5.04,5.71,4.76,5.02,31.25,22.03,33.82,45.21,23.91,31.73,5.48,5.13,0.00,5.42,5.10,5.87,38.31,30.29,0.00,36.84,30.77,48.39,23,57,15,13,46,66,34.58,41.49,27.55,42.45,28.43,23.96,55,31,76,21,54,73,36.84,32.35,34.65,38.04,45.63,22.73
1,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,2,予選,1800,17:36,4394,3188,4523,4248,4252,3527,永嶋裕一,日高逸子,中村辰也,岡本大,松下哲也,中嶋誠一,福岡,福岡,長崎,長崎,福岡,長崎,B1,B2,A2,B1,B1,A2,35,60,33,39,38,50,56,45,52,54,51,52,4.49,5.65,5.62,4.01,4.62,5.97,20.93,36.76,39.29,16.42,29.41,38.66,5.00,6.48,5.89,5.14,4.77,5.84,38.89,48.39,39.13,21.74,25.00,37.11,43,74,24,33,70,58,19.00,34.91,32.11,43.88,42.42,31.52,27,47,14,51,35,25,31.07,28.72,17.44,31.63,32.67,30.39
2,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,3,予選,1800,17:58,5048,4495,4718,5142,5129,4028,眞鳥康太,森晋太郎,北川太一,常住蓮,山口真喜,田村隆信,長崎,福岡,佐賀,佐賀,長崎,徳島,B1,B1,A2,B1,B1,A1,27,34,28,20,24,43,56,53,52,51,48,55,4.38,4.45,4.96,4.68,3.36,7.18,23.81,21.74,31.40,19.64,8.33,46.73,3.93,4.19,5.79,3.61,3.33,7.10,16.22,26.19,34.48,11.36,12.24,48.00,47,65,53,62,76,19,43.43,39.60,29.55,31.31,38.68,35.78,67,44,16,50,46,29,36.84,27.37,27.45,30.21,46.08,25.24
3,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,4,予選,1800,18:20,4116,4420,4304,3297,3566,4497,川田正人,津久井拓,藤崎小百,藤丸光一,川添英正,桑原悠,徳島,群馬,福岡,福岡,福岡,長崎,B1,B1,A2,A2,B1,A1,40,34,38,54,51,34,52,53,47,50,50,51,5.64,5.54,6.09,5.66,5.21,6.67,37.50,34.94,41.38,41.73,33.72,42.53,5.43,0.00,5.68,5.13,4.46,7.64,39.13,0.00,51.61,35.48,21.15,62.82,35,28,29,72,75,44,36.73,33.03,45.92,41.35,32.22,21.57,75,58,48,60,63,57,50.49,36.17,31.07,37.36,29.41,37.76
4,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,5,予選,1800,18:42,4555,4241,4424,4174,4521,4491,富永大一,大串重幸,松尾昂明,赤坂俊輔,小池公生,田中堅,福岡,長崎,福岡,長崎,福岡,群馬,B1,B1,A1,A1,A2,B1,32,36,36,39,34,34,54,52,51,51,51,51,4.69,5.10,6.31,7.63,5.79,4.28,22.54,33.77,52.31,63.33,36.54,18.95,4.82,5.37,5.88,7.56,5.10,3.20,23.08,36.02,41.86,57.98,32.00,10.00,12,71,18,32,59,11,33.33,31.43,32.08,31.13,47.83,32.32,34,62,56,12,74,22,38.83,26.00,38.30,22.35,35.79,27.17
5,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,6,予選,1800,19:04,4252,3282,4208,5091,4969,4013,松下哲也,池本輝明,三浦永理,為本智也,町田洸希,中島孝平,福岡,広島,静岡,福井,長崎,福井,B1,A2,A1,B1,B1,A1,38,54,38,21,30,42,51,51,47,54,53,51,4.62,5.45,6.57,5.04,4.10,7.20,29.41,36.51,51.85,33.82,16.85,46.32,4.77,5.56,6.68,0.00,4.21,7.09,25.00,33.33,50.00,0.00,21.62,41.18,70,45,51,15,69,22,42.42,35.11,42.55,27.55,26.67,32.35,35,69,53,76,36,72,32.67,39.18,38.46,34.65,31.00,20.20
6,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,7,予選,1800,19:26,5015,4248,4350,3614,3884,5163,高橋竜矢,岡本大,篠崎元志,谷勝幸,豊田聡,清水愛海,広島,長崎,福岡,広島,徳島,山口,A2,B1,A1,B1,B1,B1,23,39,35,48,48,22,52,54,52,55,54,46,6.13,4.01,7.53,5.02,3.83,2.57,47.32,16.42,50.77,31.73,10.00,5.19,4.97,5.14,7.14,5.87,4.24,1.89,24.32,21.74,40.54,48.39,29.41,0.00,49,33,38,66,34,30,38.54,43.88,27.00,23.96,43.40,50.00,23,51,32,73,18,17,26.42,31.63,44.66,22.73,32.67,26.32
7,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,8,予選,1800,19:52,4304,4746,4590,4224,3188,5129,藤崎小百,大豆生蒼,渡邉優美,大橋栄里,日高逸子,山口真喜,福岡,埼玉,福岡,福岡,福岡,長崎,A2,B1,A1,B1,B2,B1,38,27,29,39,60,24,47,49,48,47,45,48,6.09,5.71,7.12,5.88,5.65,3.36,41.38,45.21,58.22,43.08,36.76,8.33,5.68,5.42,6.17,3.89,6.48,3.33,51.61,36.84,43.90,22.22,48.39,12.24,29,13,73,20,74,76,45.92,42.45,17.65,22.22,34.91,38.68,48,21,45,24,47,46,31.07,38.04,27.00,42.71,28.72,46.08
8,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,9,予選特賞,1800,20:25,4352,4520,4495,3307,3297,4315,下條雄太,高倉孝太,森晋太郎,上瀧和則,藤丸光一,山崎昂介,長崎,福井,福岡,佐賀,福岡,長崎,A1,B1,B1,A2,A2,B1,35,34,34,53,54,37,52,49,53,52,50,53,7.06,5.42,4.45,6.01,5.66,5.26,54.64,37.38,21.74,46.46,41.73,36.25,7.47,0.00,4.19,6.27,5.13,5.22,60.21,0.00,26.19,42.31,35.48,32.56,37,36,65,40,72,67,31.03,20.59,39.60,33.75,41.35,23.00,20,49,44,30,60,41,32.67,37.89,27.37,44.79,37.36,23.30
9,ミッドナイトボートレースin大村第1戦,2,2021-12-03,24,大村,10,予選特賞,1800,20:52,3622,4213,4966,4028,3282,4521,山崎智也,重富伸也,田川大貴,田村隆信,池本輝明,小池公生,群馬,長崎,長崎,徳島,広島,福岡,A1,B1,B1,A1,A2,A2,47,37,24,43,54,34,52,54,53,55,51,51,6.55,4.02,4.42,7.18,5.45,5.79,43.12,14.58,22.03,46.73,36.51,36.54,6.09,4.90,5.13,7.10,5.56,5.10,35.29,29.29,30.29,48.00,33.33,32.00,31,56,57,19,45,59,24.51,29.29,41.49,35.78,35.11,47.83,37,40,31,29,69,74,27.72,36.73,32.35,25.24,39.18,35.79
