,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,2021-3-6,3,1,6.64,6.63,6.65,6.69,6.68,6.65,0.0,0.0,0.0,0.0,0.5,0.0,0.15,0.09,-0.07,0.02,0.3,0.32,1,2,3,4,5,6,曇り,19.0,14,6.0,12.0,5.0
1,2021-3-6,3,2,6.59,6.72,6.77,6.63,6.67,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.01,-0.1,-0.02,0.05,1,2,3,4,5,6,曇り,15.0,12,2.0,11.0,15.0
2,2021-3-6,3,3,6.71,6.68,6.7,6.64,6.69,6.67,0.0,0.0,0.0,0.0,0.5,0.5,0.32,0.13,0.07,0.12,0.19,0.29,1,2,3,4,5,6,曇り,17.0,12,2.0,11.0,5.0
3,2021-3-6,3,4,6.53,6.59,6.64,6.62,6.6,6.64,0.5,0.0,0.5,0.0,0.0,0.0,0.04,0.27,0.08,0.14,0.21,0.07,1,2,3,4,5,6,曇り,18.0,12,3.0,11.0,5.0
4,2021-3-6,3,5,6.54,6.52,6.63,6.53,6.55,6.55,0.0,0.5,0.0,0.0,0.5,0.0,0.27,0.26,0.18,0.16,0.19,0.01,1,2,3,4,5,6,曇り,19.0,12,2.0,11.0,5.0
5,2021-3-6,3,6,6.65,6.71,6.57,6.68,6.68,6.68,0.0,0.5,0.0,0.0,0.0,0.5,0.18,0.11,0.01,-0.02,0.22,0.07,1,2,3,4,5,6,曇り,19.0,14,4.0,11.0,5.0
6,2021-3-6,3,7,6.64,6.6,6.57,6.68,6.6,6.64,0.5,0.0,1.0,0.0,0.0,0.0,0.16,0.07,0.0,0.14,0.05,0.07,1,2,3,4,5,6,晴,20.0,14,3.0,11.0,5.0
7,2021-3-6,3,8,6.64,6.57,6.73,6.69,6.63,6.58,0.0,0.0,0.0,0.0,0.5,0.0,0.02,0.11,0.19,0.19,0.01,0.15,1,2,3,4,5,6,晴,21.0,14,4.0,12.0,5.0
8,2021-3-6,3,9,6.61,6.51,6.62,6.56,6.45,6.66,0.0,0.0,0.0,0.0,1.0,0.0,0.06,0.1,0.34,0.09,0.27,0.25,1,2,3,4,5,6,晴,21.0,14,8.0,12.0,5.0
9,2021-3-6,3,10,6.59,6.59,6.59,6.64,6.61,6.65,0.5,0.0,0.0,0.5,0.0,0.0,0.19,0.14,0.22,0.12,0.11,0.15,1,2,3,4,5,6,曇り,20.0,14,8.0,12.0,5.0
10,2021-3-6,3,11,6.59,6.58,6.6,6.62,6.59,6.63,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.12,0.28,0.18,0.11,0.21,1,2,3,4,5,6,曇り,20.0,14,6.0,12.0,5.0
11,2021-3-6,3,12,6.56,6.59,6.58,6.6,6.62,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.11,0.14,0.19,0.16,1,2,3,4,5,6,曇り,20.0,14,4.0,12.0,5.0
12,2021-3-6,4,1,6.84,6.76,6.77,6.72,6.81,6.78,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.1,0.29,0.27,0.19,0.03,0.21,1,2,3,4,5,6,曇り,18.0,15,3.0,10.0,3.0
13,2021-3-6,4,2,6.73,6.74,6.78,6.77,6.74,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,0.08,0.02,0.22,0.16,0.11,1,2,3,4,5,6,曇り,14.0,15,1.0,10.0,3.0
