,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,2021-6-21,1,1,6.69,6.72,6.61,6.69,6.81,6.76,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.16,0.18,0.08,0.07,0.11,0.05,1,2,3,4,5,6,晴,22.0,8,3.0,28.0,2.0
1,2021-6-21,1,2,6.67,6.74,6.68,6.67,6.75,6.67,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.16,-0.02,0.04,0.21,0.34,0.15,1,2,3,4,5,6,晴,24.0,12,4.0,28.0,3.0
2,2021-6-21,1,3,6.68,6.7,6.64,6.71,6.67,6.61,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.24,0.09,-0.03,0.29,0.16,0.06,1,2,3,6,4,5,晴,24.0,10,3.0,28.0,2.0
3,2021-6-21,1,4,6.76,6.72,6.68,6.7,6.7,6.72,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.08,-0.04,0.07,0.01,-0.01,1,2,3,4,5,6,晴,24.0,10,4.0,28.0,3.0
4,2021-6-21,1,5,6.71,6.65,6.77,6.75,6.71,6.74,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.26,0.24,0.24,0.19,0.34,0.51,1,2,3,6,4,5,晴,24.0,12,3.0,28.0,3.0
5,2021-6-21,1,6,6.67,6.66,6.65,6.68,6.76,6.81,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.14,0.11,0.26,0.22,0.21,0.16,1,2,3,4,5,6,晴,24.0,10,3.0,28.0,2.0
6,2021-6-21,1,7,6.67,6.74,6.66,6.74,6.73,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.21,0.23,0.16,0.12,-0.08,0.23,1,2,3,4,5,6,晴,24.0,10,3.0,28.0,2.0
7,2021-6-21,1,8,6.64,6.72,6.7,6.77,6.77,6.72,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,0.17,0.13,0.39,0.1,0.05,1,2,3,4,5,6,晴,24.0,12,3.0,28.0,2.0
8,2021-6-21,1,9,6.67,6.78,6.72,6.74,6.64,6.7,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.12,0.07,0.14,0.07,0.14,1,2,3,4,5,6,晴,23.0,10,3.0,28.0,2.0
9,2021-6-21,1,10,6.62,6.62,6.77,6.68,6.72,6.61,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,0.14,0.19,0.15,-0.01,0.12,1,2,3,4,5,6,晴,23.0,10,4.0,28.0,3.0
