,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,2021-9-15,1,1,6.83,6.77,6.74,6.76,6.73,6.74,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.11,0.21,0.21,0.04,0.12,0.11,1,2,3,4,5,6,雨,18.0,12,2.0,29.0,1.0
1,2021-9-15,1,2,6.75,6.78,6.73,6.72,6.77,6.83,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,0.29,0.14,0.19,0.3,0.19,1,2,3,4,5,6,晴,24.0,10,3.0,29.0,2.0
2,2021-9-15,1,3,6.79,6.76,6.77,6.86,6.82,6.77,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.04,0.1,0.06,0.11,0.09,0.18,1,2,3,6,4,5,晴,24.0,8,1.0,29.0,1.0
3,2021-9-15,1,4,6.75,6.75,6.76,6.76,6.69,6.72,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,-0.05,-0.05,0.25,0.13,0.18,1,2,3,4,5,6,晴,24.0,10,2.0,29.0,1.0
4,2021-9-15,1,5,6.73,6.71,6.77,6.72,6.84,6.7,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.02,0.11,0.08,0.15,0.02,0.01,1,2,3,4,5,6,晴,24.0,10,2.0,29.0,1.0
5,2021-9-15,1,6,6.79,6.77,6.75,6.74,6.76,6.82,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.09,0.11,0.04,0.06,0.12,1,2,3,4,5,6,晴,24.0,8,1.0,29.0,1.0
6,2021-9-15,1,7,6.73,6.72,6.78,6.68,6.78,6.75,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.02,-0.08,0.01,-0.03,0.04,0.26,1,2,3,4,5,6,曇り,23.0,10,4.0,29.0,3.0
7,2021-9-15,1,8,6.77,6.66,6.77,6.71,6.68,6.79,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,0.07,-0.01,-0.04,-0.05,0.01,1,2,3,4,5,6,曇り,22.0,10,4.0,29.0,3.0
8,2021-9-15,1,9,6.72,6.74,6.77,6.78,6.73,6.71,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,0.07,0.17,0.05,0.05,-0.01,1,2,3,4,5,6,曇り,21.0,10,5.0,29.0,4.0
9,2021-9-15,1,10,6.74,6.73,6.72,6.72,6.72,6.74,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.01,0.03,0.1,0.09,0.13,0.19,1,2,3,4,5,6,曇り,21.0,10,4.0,29.0,3.0
