,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,2021-10-24,2,1,6.73,6.72,6.79,6.71,6.74,6.76,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.19,0.08,0.19,0.17,0.21,0.18,1,2,3,4,5,6,晴,16.0,17,0.0,16.0,0.0
1,2021-10-24,2,2,6.8,6.79,6.77,6.81,6.85,6.71,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.02,-0.02,0.09,0.31,0.14,0.32,1,2,3,4,5,6,晴,16.0,8,1.0,16.0,0.0
2,2021-10-24,2,3,6.75,6.8,6.71,6.74,6.71,6.78,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.17,-0.11,-0.05,-0.03,0.01,-0.22,1,2,3,4,6,5,晴,16.0,17,0.0,16.0,0.0
3,2021-10-24,2,4,6.71,6.69,6.7,6.75,6.74,6.76,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.06,-0.06,-0.17,-0.08,0.07,-0.04,1,2,3,4,5,6,晴,16.0,17,0.0,16.0,0.0
4,2021-10-24,2,5,6.72,6.76,6.77,6.67,6.76,6.77,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.01,0.05,0.05,-0.06,-0.02,0.06,1,2,3,4,5,6,晴,16.0,8,1.0,16.0,0.0
5,2021-10-24,2,6,6.71,6.8,6.75,6.69,6.77,6.82,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.16,0.22,0.09,0.01,0.12,-0.04,1,2,3,4,5,6,晴,16.0,17,0.0,16.0,0.0
6,2021-10-24,2,7,6.71,6.74,6.68,6.68,6.64,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.15,0.19,0.21,0.06,0.09,0.22,1,2,3,4,5,6,晴,16.0,17,0.0,16.0,0.0
7,2021-10-24,2,8,6.71,6.81,6.77,6.73,6.75,6.74,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.05,-0.05,-0.05,-0.01,0.08,0.11,1,2,3,4,5,6,晴,16.0,17,0.0,16.0,0.0
8,2021-10-24,2,9,6.65,6.7,6.73,6.79,6.67,6.81,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,0.08,-0.03,0.01,0.04,-0.01,0.02,1,2,3,4,5,6,晴,16.0,8,1.0,16.0,0.0
9,2021-10-24,2,10,6.73,6.38,6.76,6.74,6.75,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,-0.01,0.06,0.04,0.07,0.13,1,3,2,4,5,6,晴,16.0,17,0.0,16.0,0.0
