,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,2021-5-23,1,1,6.79,6.86,6.81,6.8,6.71,6.85,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.09,-0.01,-0.06,0.01,-0.02,-0.09,1,2,3,4,5,6,晴,19.0,4,3.0,24.0,2.0
1,2021-5-23,1,2,6.78,6.71,6.81,6.77,6.81,6.81,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.04,0.11,-0.17,-0.1,-0.12,-0.11,1,2,3,4,5,6,曇り,22.0,2,1.0,24.0,1.0
2,2021-5-23,1,3,6.77,6.75,6.73,6.79,6.76,6.77,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.22,0.28,0.19,0.37,0.28,0.33,1,2,3,4,5,6,曇り,22.0,10,2.0,24.0,1.0
3,2021-5-23,1,4,6.74,6.8,6.82,6.81,6.79,6.78,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.02,0.24,0.06,0.04,0.25,1,2,3,4,5,6,曇り,22.0,17,0.0,24.0,0.0
4,2021-5-23,1,5,6.67,6.73,6.74,6.72,6.68,6.77,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.09,0.24,0.16,0.04,-0.03,0.04,1,2,3,4,5,6,晴,22.0,8,1.0,24.0,1.0
5,2021-5-23,1,6,6.84,6.78,6.77,6.85,6.8,6.77,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.08,0.12,0.11,0.12,0.04,0.21,1,2,3,4,5,6,晴,22.0,8,1.0,24.0,1.0
6,2021-5-23,1,7,6.85,6.87,6.81,6.82,6.86,6.83,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.1,0.23,-0.06,0.09,0.07,0.05,1,2,3,4,5,6,晴,21.0,2,3.0,24.0,2.0
7,2021-5-23,1,8,6.74,6.83,6.75,6.85,6.79,6.79,-0.5,-0.5,0.0,0.0,-0.5,-0.5,-0.01,0.01,0.02,0.14,0.03,0.18,1,2,3,4,5,6,晴,21.0,6,3.0,24.0,2.0
8,2021-5-23,1,9,6.85,6.81,6.87,6.85,6.84,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.04,0.22,-0.12,0.15,0.06,0.09,1,2,3,4,6,5,晴,21.0,4,4.0,24.0,3.0
9,2021-5-23,1,10,6.76,6.72,6.77,6.74,6.8,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.1,-0.01,-0.01,0.04,0.08,0.16,1,2,3,4,5,6,晴,20.0,4,3.0,24.0,2.0
10,2021-5-23,1,11,6.8,6.8,6.8,6.76,6.8,6.8,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.13,0.16,0.07,0.09,0.13,0.09,1,2,3,4,5,6,晴,19.0,4,3.0,24.0,2.0
11,2021-5-23,1,12,6.77,6.86,6.77,6.86,6.74,6.72,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.08,-0.02,-0.05,-0.01,-0.01,-0.02,1,2,3,4,5,6,晴,19.0,4,4.0,24.0,3.0
