,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,2021-2-19,1,1,6.83,6.76,6.86,6.97,6.9,6.95,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.01,0.19,-0.1,0.22,-0.11,0.06,1,2,3,5,4,6,晴,3.0,4,1.0,9.0,1.0
1,2021-2-19,1,2,6.74,6.75,6.78,6.9,6.86,6.76,-0.5,-0.5,0.0,-0.5,0.0,-0.5,0.14,0.15,-0.05,0.14,0.0,0.07,1,2,3,4,5,6,晴,9.0,2,1.0,10.0,1.0
2,2021-2-19,1,3,6.71,6.73,6.85,6.73,6.76,6.72,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.17,0.19,0.13,0.13,0.15,0.04,1,2,3,4,5,6,晴,9.0,16,2.0,10.0,1.0
3,2021-2-19,1,4,6.78,6.77,6.83,6.82,6.76,6.73,-0.5,-0.5,-0.5,0.0,0.0,-0.5,0.4,-0.05,-0.01,-0.14,-0.06,-0.11,1,2,3,4,5,6,晴,9.0,14,2.0,10.0,1.0
4,2021-2-19,1,5,6.77,6.71,6.74,6.88,6.86,6.83,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.07,0.34,0.03,0.06,0.12,0.21,1,2,3,4,5,6,晴,8.0,14,2.0,10.0,1.0
5,2021-2-19,1,6,6.71,6.74,6.72,6.74,6.77,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.02,0.09,0.21,0.16,0.12,0.13,1,2,3,4,6,5,晴,8.0,14,3.0,10.0,2.0
6,2021-2-19,1,7,6.73,6.75,6.75,6.77,6.78,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.03,0.13,-0.06,-0.04,0.02,0.0,1,2,3,4,5,6,晴,7.0,12,2.0,10.0,1.0
7,2021-2-19,1,8,6.69,6.82,6.8,6.79,6.77,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.02,0.08,-0.03,-0.08,0.04,0.08,1,2,3,4,5,6,晴,7.0,17,0.0,9.0,0.0
8,2021-2-19,1,9,6.77,6.78,6.81,6.85,6.89,6.82,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,-0.07,-0.05,0.08,0.25,0.04,1,2,3,5,6,4,晴,5.0,4,1.0,9.0,1.0
9,2021-2-19,1,10,6.72,6.78,6.76,6.88,6.86,6.93,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,-0.03,-0.1,-0.05,0.09,0.01,0.04,1,2,3,4,5,6,晴,4.0,4,2.0,9.0,1.0
10,2021-2-19,1,11,6.77,6.78,6.88,6.78,6.81,6.89,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.13,0.17,-0.05,0.0,0.01,0.09,1,2,3,6,4,5,晴,3.0,17,0.0,9.0,0.0
11,2021-2-19,1,12,6.77,6.73,6.75,6.86,6.82,6.78,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,-0.03,0.11,0.19,0.12,0.15,0.06,1,2,3,4,5,6,晴,3.0,17,0.0,9.0,0.0
12,2021-2-19,2,1,6.83,6.8,6.77,6.85,6.73,6.72,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.13,0.07,0.21,0.15,0.02,1,2,3,4,5,6,晴,10.0,16,1.0,6.0,0.0
13,2021-2-19,2,2,6.77,6.8,6.73,6.7,6.73,6.7,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.12,0.11,-0.05,-0.17,-0.01,-0.11,1,2,3,4,5,6,晴,7.0,6,4.0,5.0,2.0
14,2021-2-19,2,3,6.67,6.8,6.84,6.71,6.75,6.72,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.01,-0.01,0.02,0.03,0.43,-0.06,1,2,3,4,5,6,晴,7.0,4,3.0,5.0,2.0
15,2021-2-19,2,4,6.78,6.74,6.78,6.86,6.72,6.75,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.07,0.01,0.06,0.08,0.08,0.17,1,2,3,6,4,5,晴,8.0,4,2.0,5.0,1.0
16,2021-2-19,2,5,6.73,6.78,6.75,6.82,6.8,6.72,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.01,0.11,0.01,0.04,-0.03,-0.05,1,2,3,4,5,6,晴,8.0,6,2.0,5.0,1.0
17,2021-2-19,2,6,6.67,6.7,6.72,6.84,6.75,6.83,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.24,0.21,0.12,0.17,0.09,0.07,1,2,3,4,5,6,晴,9.0,4,1.0,5.0,0.0
18,2021-2-19,2,7,6.83,6.73,6.84,6.79,6.89,6.78,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.05,0.01,-0.01,0.01,0.01,0.01,1,2,3,4,5,6,晴,9.0,14,2.0,5.0,1.0
19,2021-2-19,2,8,6.88,6.8,6.76,6.76,6.84,6.88,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.03,0.11,0.07,0.21,0.18,0.04,1,2,3,4,5,6,晴,10.0,16,1.0,6.0,0.0
20,2021-2-19,2,9,6.78,6.76,6.69,6.69,6.74,6.71,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.15,-0.03,-0.01,0.19,0.38,0.08,1,2,3,5,6,4,晴,10.0,17,0.0,6.0,0.0
21,2021-2-19,2,10,6.75,6.73,6.74,6.68,6.76,6.76,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.26,0.19,0.16,0.05,0.07,0.09,1,2,3,4,5,6,晴,10.0,16,1.0,6.0,0.0
22,2021-2-19,2,11,6.72,6.77,6.71,6.78,6.76,6.68,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.15,0.17,0.34,0.06,0.14,0.08,1,2,3,4,5,6,晴,10.0,16,1.0,6.0,0.0
23,2021-2-19,2,12,6.66,6.75,6.71,6.79,6.8,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.15,0.05,0.06,0.09,0.07,1,2,3,4,5,6,晴,10.0,16,1.0,6.0,0.0
24,2021-2-19,4,1,6.81,6.78,6.94,6.87,6.79,6.93,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.1,0.07,0.1,0.15,0.35,0.19,1,2,3,4,5,6,晴,10.0,7,5.0,11.0,3.0
25,2021-2-19,4,2,6.8,6.79,6.84,6.75,6.84,6.86,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.06,-0.04,-0.02,0.11,0.03,-0.04,1,2,3,4,5,6,晴,8.0,9,2.0,11.0,3.0
26,2021-2-19,4,3,6.69,6.71,6.98,6.84,6.92,6.99,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.01,-0.13,0.17,-0.02,-0.04,0.03,1,2,3,4,5,6,晴,9.0,9,2.0,11.0,3.0
27,2021-2-19,4,4,6.83,6.87,6.83,6.92,6.87,6.9,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.06,0.06,0.01,0.08,-0.1,1,2,3,4,5,6,晴,10.0,9,1.0,11.0,3.0
28,2021-2-19,4,5,6.88,6.84,6.86,6.85,6.79,6.84,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,0.09,0.18,0.03,0.06,0.04,1,2,3,4,5,6,晴,10.0,7,2.0,11.0,3.0
29,2021-2-19,4,6,6.87,6.85,6.89,6.93,6.89,6.88,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.04,0.2,-0.01,0.17,0.12,0.02,1,2,3,5,6,4,晴,10.0,7,3.0,11.0,3.0
30,2021-2-19,4,7,6.8,6.87,6.85,6.87,6.84,6.85,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.01,-0.05,-0.07,-0.11,-0.05,0.18,1,2,3,4,5,6,晴,10.0,5,4.0,11.0,3.0
31,2021-2-19,4,8,6.79,6.93,6.89,6.83,6.95,6.91,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.11,-0.09,-0.1,0.04,0.19,0.14,1,2,3,4,5,6,晴,11.0,7,2.0,11.0,3.0
32,2021-2-19,4,9,6.81,6.78,6.9,6.95,6.84,7.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.01,-0.01,0.11,0.17,0.39,0.1,1,2,3,4,5,6,晴,11.0,5,4.0,11.0,3.0
33,2021-2-19,4,10,6.84,6.91,6.91,6.87,6.83,6.89,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.05,0.03,0.03,-0.07,0.01,-0.01,1,2,3,4,5,6,晴,11.0,7,5.0,11.0,3.0
34,2021-2-19,4,11,6.85,6.95,6.98,6.97,6.93,6.9,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.08,-0.01,-0.03,0.19,0.08,0.1,1,2,3,4,5,6,晴,11.0,5,5.0,11.0,3.0
