,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,2021-8-23,1,1,6.85,6.83,6.9,6.9,6.81,6.87,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.28,0.06,0.05,0.26,0.29,0.06,1,2,3,4,5,6,曇り,25.0,17,0.0,32.0,0.0
1,2021-8-23,1,2,6.85,6.79,6.76,6.77,6.77,6.81,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.17,0.31,0.15,0.13,0.02,0.0,1,2,3,4,5,6,曇り,27.0,10,3.0,32.0,2.0
2,2021-8-23,1,3,6.89,6.87,6.87,6.78,6.79,6.82,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.03,0.11,0.05,-0.09,0.07,0.01,1,2,3,4,6,5,曇り,27.0,12,3.0,32.0,2.0
3,2021-8-23,1,4,6.77,6.75,6.84,6.85,6.78,6.8,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.21,0.07,0.18,0.22,0.06,0.07,1,2,3,4,5,6,曇り,27.0,12,3.0,32.0,2.0
4,2021-8-23,1,5,6.79,6.74,6.74,6.82,6.77,6.71,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,0.28,-0.02,0.05,0.09,0.34,1,2,3,4,5,6,曇り,27.0,12,3.0,32.0,2.0
5,2021-8-23,1,6,6.8,6.82,6.74,6.73,6.8,6.8,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.05,0.03,0.32,0.05,0.22,0.07,1,2,4,6,5,3,曇り,26.0,10,2.0,32.0,1.0
6,2021-8-23,1,7,6.74,6.78,6.81,6.78,6.8,6.85,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.08,0.38,0.26,0.17,0.01,0.07,1,2,3,4,5,6,曇り,26.0,10,2.0,32.0,1.0
7,2021-8-23,1,8,6.77,6.86,6.77,6.8,6.89,6.79,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.1,0.06,0.02,0.31,0.15,0.13,1,2,3,4,5,6,曇り,26.0,10,2.0,32.0,1.0
8,2021-8-23,1,9,6.77,6.8,6.78,6.84,6.8,6.86,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.15,0.11,0.16,0.29,0.16,0.25,1,2,3,4,5,6,曇り,25.0,10,2.0,32.0,1.0
9,2021-8-23,1,10,6.74,6.83,6.83,6.88,6.77,6.77,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.12,0.11,0.03,0.11,0.01,-0.02,1,2,3,4,5,6,曇り,25.0,10,2.0,32.0,1.0
10,2021-8-23,1,11,6.8,6.77,6.76,6.73,6.76,6.72,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.11,0.14,0.17,0.02,0.09,0.07,1,2,3,4,5,6,曇り,25.0,8,2.0,32.0,1.0
11,2021-8-23,1,12,6.7,6.85,6.83,6.78,6.81,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.07,0.01,0.09,0.08,0.13,0.03,1,2,3,4,5,6,曇り,25.0,8,2.0,32.0,1.0
12,2021-8-23,2,1,6.79,6.87,6.89,6.85,6.81,6.89,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,0.06,-0.01,0.03,0.09,0.01,0.08,1,2,3,4,6,5,晴,29.0,12,3.0,29.0,1.0
13,2021-8-23,2,2,6.8,6.81,6.88,6.86,6.92,7.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.03,0.23,0.04,0.06,0.33,0.05,1,2,3,4,5,6,曇り,27.0,17,0.0,28.0,0.0
14,2021-8-23,2,3,6.86,6.93,6.92,6.83,6.73,6.89,-0.5,0.0,0.0,0.0,-0.5,-0.5,0.33,0.09,0.15,0.03,-0.04,0.09,1,2,3,4,5,6,曇り,28.0,10,2.0,28.0,1.0
15,2021-8-23,2,4,6.83,6.76,6.89,6.84,6.84,6.88,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.09,-0.02,0.01,0.03,0.09,0.02,1,2,3,4,5,6,曇り,27.0,12,4.0,28.0,2.0
16,2021-8-23,2,5,6.85,6.78,6.78,6.8,6.8,6.84,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.07,-0.04,-0.06,-0.07,0.08,0.15,1,2,3,4,5,6,曇り,27.0,12,4.0,28.0,2.0
17,2021-8-23,2,6,6.77,6.73,6.79,6.78,6.84,6.82,-0.5,0.0,-0.5,0.0,-0.5,-0.5,-0.01,0.15,0.09,0.04,0.04,-0.01,1,2,3,4,5,6,曇り,27.0,12,3.0,28.0,1.0
18,2021-8-23,2,7,6.82,6.82,6.83,6.92,6.81,6.89,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.11,0.07,0.08,0.07,0.11,0.11,1,2,3,4,5,6,曇り,28.0,12,3.0,28.0,1.0
19,2021-8-23,2,8,6.83,6.81,6.92,6.84,6.87,6.82,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,-0.01,0.03,0.03,0.01,0.24,0.09,1,2,3,4,5,6,曇り,28.0,12,2.0,28.0,1.0
20,2021-8-23,2,9,6.82,6.8,6.8,6.92,6.91,6.92,-0.5,0.0,0.0,-0.5,-0.5,-0.5,0.11,0.09,0.02,0.15,0.19,0.36,1,2,3,4,5,6,曇り,28.0,12,1.0,28.0,1.0
21,2021-8-23,2,10,6.88,6.82,6.84,6.8,6.86,6.83,-0.5,-0.5,0.0,0.0,0.0,0.0,0.09,0.23,0.23,0.11,0.09,0.06,1,2,3,4,5,6,曇り,29.0,12,1.0,29.0,1.0
22,2021-8-23,2,11,6.85,6.9,6.8,6.89,6.85,6.89,0.0,-0.5,-0.5,-0.5,-0.5,0.0,0.09,0.07,0.01,0.06,0.06,0.04,1,2,3,4,5,6,曇り,29.0,17,0.0,29.0,0.0
23,2021-8-23,2,12,6.77,6.75,6.81,6.9,6.94,6.86,-0.5,0.0,-0.5,-0.5,0.0,0.0,-0.02,-0.01,0.09,0.19,0.09,0.23,1,2,3,4,5,6,晴,29.0,12,3.0,29.0,1.0
24,2021-8-23,4,1,6.78,6.74,6.84,6.78,6.79,6.69,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.07,0.2,0.23,0.2,0.08,0.04,1,2,3,4,5,6,晴,28.0,3,2.0,26.0,3.0
