,date,place_cd,race_no,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,wether,air_t,wind_d,wind_v,water_t,wave_h
0,2021-4-1,2,1,6.8,6.81,6.84,6.89,6.82,6.79,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,0.14,0.01,0.04,-0.06,-0.08,0.05,1,2,3,4,5,6,晴,16.0,12,3.0,18.0,1.0
1,2021-4-1,2,2,6.81,6.76,6.73,6.78,6.74,6.87,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.01,-0.06,0.06,-0.09,0.01,-0.02,1,2,3,4,5,6,晴,17.0,12,1.0,17.0,0.0
2,2021-4-1,2,3,6.75,6.71,6.79,6.7,6.86,6.84,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.11,0.22,0.29,-0.01,-0.01,-0.14,1,2,3,4,5,6,晴,17.0,17,0.0,18.0,0.0
3,2021-4-1,2,4,6.73,6.65,6.79,6.79,6.75,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,0.03,-0.01,0.02,0.03,-0.01,1,2,3,4,5,6,晴,17.0,17,0.0,18.0,0.0
4,2021-4-1,2,5,6.78,6.8,6.85,6.85,6.84,6.76,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,0.07,-0.02,0.05,0.04,0.01,-0.04,1,2,3,4,5,6,晴,17.0,17,0.0,18.0,0.0
5,2021-4-1,2,6,6.81,6.83,6.81,6.69,6.84,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.09,-0.01,0.16,-0.01,0.01,0.01,1,2,3,4,5,6,晴,17.0,12,1.0,18.0,0.0
6,2021-4-1,2,7,6.79,6.75,6.83,6.73,6.82,6.77,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.03,0.02,0.05,0.16,-0.03,0.07,1,2,3,6,4,5,晴,17.0,12,1.0,18.0,0.0
7,2021-4-1,2,8,6.75,6.78,6.8,6.68,6.61,6.82,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.03,0.09,0.45,0.17,0.02,-0.04,1,2,3,4,5,6,晴,17.0,12,3.0,18.0,1.0
8,2021-4-1,2,9,6.77,6.74,6.69,6.71,6.83,6.77,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.04,0.05,0.08,0.11,0.25,0.15,1,2,3,4,5,6,晴,17.0,12,3.0,18.0,2.0
9,2021-4-1,2,10,6.78,6.67,6.79,6.83,6.75,6.73,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,-0.06,-0.04,-0.03,-0.02,-0.01,0.02,1,2,3,4,5,6,晴,17.0,12,2.0,18.0,1.0
10,2021-4-1,2,11,6.76,6.69,6.7,6.78,6.76,6.73,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.01,-0.04,0.11,0.05,0.05,1,2,3,4,5,6,晴,17.0,17,0.0,18.0,0.0
11,2021-4-1,2,12,6.68,6.69,6.71,6.8,6.7,6.79,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.03,0.01,0.14,-0.06,0.02,-0.03,1,2,3,4,5,6,晴,16.0,12,2.0,18.0,1.0
12,2021-4-1,6,1,6.63,6.61,6.62,6.67,6.68,6.71,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.3,0.26,0.32,0.16,0.15,0.19,1,2,3,4,5,6,晴,18.0,13,4.0,18.0,2.0
13,2021-4-1,10,1,6.84,6.93,6.97,6.83,6.88,6.94,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.11,0.24,0.22,0.06,-0.03,0.12,1,2,3,4,5,6,晴,14.0,4,8.0,15.0,6.0
14,2021-4-1,10,2,6.78,6.87,6.79,6.86,6.9,6.76,-0.5,0.0,-0.5,-0.5,-0.5,0.0,0.02,0.07,0.11,0.56,0.45,0.14,1,2,3,4,5,6,晴,12.0,8,2.0,14.0,1.0
15,2021-4-1,10,3,6.87,6.84,6.87,6.83,6.9,6.75,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.01,0.01,0.04,0.01,-0.07,1,2,3,4,5,6,晴,12.0,4,3.0,14.0,2.0
16,2021-4-1,10,4,6.92,6.91,6.95,6.95,6.98,6.88,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.06,0.16,0.07,0.17,0.19,0.32,1,2,3,4,5,6,晴,13.0,6,4.0,14.0,3.0
17,2021-4-1,10,5,6.95,7.04,7.04,6.94,7.08,7.06,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.15,0.09,-0.07,0.03,0.05,0.11,1,2,3,4,5,6,晴,13.0,4,7.0,14.0,6.0
18,2021-4-1,10,6,7.16,7.0,6.98,7.18,7.13,7.19,-0.5,-0.5,0.0,-0.5,0.0,0.0,-0.02,-0.08,0.01,0.01,0.01,0.24,1,2,3,4,5,6,晴,13.0,6,7.0,15.0,6.0
19,2021-4-1,10,7,7.03,7.07,7.11,7.13,6.99,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.21,0.2,0.15,0.14,0.13,1,2,3,4,5,6,晴,13.0,4,8.0,15.0,6.0
20,2021-4-1,10,8,7.0,7.04,7.07,6.96,7.07,7.01,-0.5,0.0,-0.5,0.0,0.0,-0.5,0.11,0.11,0.14,0.33,0.13,0.14,1,2,3,4,5,6,晴,13.0,4,8.0,15.0,6.0
21,2021-4-1,10,9,7.07,7.08,7.12,6.97,7.09,6.99,0.0,0.0,-0.5,0.5,-0.5,-0.5,0.11,0.14,0.02,0.09,-0.05,0.14,1,2,3,4,5,6,晴,13.0,6,7.0,15.0,6.0
22,2021-4-1,10,10,7.12,7.1,6.98,7.02,7.13,7.0,0.0,-0.5,0.0,0.0,-0.5,-0.5,0.14,0.11,0.07,0.08,0.05,0.06,1,2,3,4,5,6,晴,14.0,4,8.0,15.0,6.0
23,2021-4-1,10,11,7.03,7.07,7.06,7.06,6.98,7.12,0.0,-0.5,-0.5,-0.5,0.0,-0.5,0.11,0.08,-0.04,0.09,0.03,0.08,1,2,3,4,5,6,晴,13.0,6,7.0,15.0,6.0
24,2021-4-1,10,12,7.02,7.05,7.0,7.1,6.98,7.07,0.0,0.0,0.0,0.0,0.5,0.0,-0.06,-0.05,-0.01,0.08,0.11,0.18,1,2,3,4,5,6,晴,14.0,6,6.0,15.0,5.0
25,2021-4-1,12,1,6.92,6.8,6.96,6.9,6.95,6.9,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.01,-0.03,0.0,0.03,0.05,0.09,1,2,3,4,5,6,晴,17.0,5,2.0,18.0,1.0
26,2021-4-1,12,2,6.72,6.79,6.89,6.92,6.83,6.81,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.05,-0.02,-0.06,-0.06,-0.07,-0.08,1,2,3,4,5,6,晴,22.0,5,1.0,18.0,1.0
27,2021-4-1,12,3,6.83,6.88,6.91,6.82,6.84,6.7,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,-0.04,-0.1,0.01,0.02,0.21,0.18,1,2,3,5,6,4,晴,23.0,5,3.0,18.0,1.0
28,2021-4-1,12,4,6.81,6.84,6.8,6.84,6.77,6.75,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.14,0.29,0.17,0.17,0.09,0.21,1,2,3,4,5,6,晴,22.0,13,1.0,18.0,1.0
29,2021-4-1,12,5,6.69,6.8,6.8,6.7,6.74,6.78,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.05,0.14,0.32,-0.02,0.09,0.19,1,2,3,4,5,6,晴,21.0,17,0.0,18.0,1.0
30,2021-4-1,12,6,6.86,6.79,6.82,6.86,6.8,6.8,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.16,0.19,0.11,0.16,0.18,0.16,1,2,3,4,5,6,晴,20.0,13,2.0,18.0,1.0
31,2021-4-1,12,7,6.81,6.72,6.7,6.79,6.77,6.87,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.09,-0.08,-0.09,0.05,-0.02,0.05,1,2,3,4,5,6,晴,19.0,13,2.0,18.0,1.0
32,2021-4-1,12,8,6.68,6.81,6.73,6.79,6.79,6.82,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.08,0.03,0.02,-0.02,0.11,0.08,1,2,3,4,5,6,晴,18.0,17,0.0,18.0,1.0
33,2021-4-1,12,9,6.84,6.87,6.87,6.83,6.81,7.03,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.03,-0.02,0.02,0.06,0.01,0.18,1,2,3,4,5,6,晴,17.0,5,3.0,18.0,1.0
34,2021-4-1,12,10,6.84,6.86,6.98,6.85,6.91,6.79,-0.5,0.0,-0.5,-0.5,-0.5,0.0,0.08,0.11,0.12,0.1,-0.01,-0.08,1,2,3,4,5,6,晴,17.0,5,4.0,18.0,2.0
35,2021-4-1,12,11,6.87,6.89,6.83,6.96,6.79,6.88,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,0.04,0.02,-0.01,0.05,0.2,0.09,1,2,3,4,5,6,晴,17.0,5,3.0,18.0,1.0
36,2021-4-1,12,12,6.78,6.82,6.85,6.74,6.89,6.81,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,0.14,0.04,0.06,0.07,0.14,0.07,1,2,3,4,5,6,晴,17.0,5,2.0,18.0,1.0
