,class_1,class_2,class_3,class_4,class_5,class_6,glob_win_1,glob_win_2,glob_win_3,glob_win_4,glob_win_5,glob_win_6,glob_in2_1,glob_in2_2,glob_in2_3,glob_in2_4,glob_in2_5,glob_in2_6,loc_win_1,loc_win_2,loc_win_3,loc_win_4,loc_win_5,loc_win_6,loc_in2_1,loc_in2_2,loc_in2_3,loc_in2_4,loc_in2_5,loc_in2_6,moter_in2_1,moter_in2_2,moter_in2_3,moter_in2_4,moter_in2_5,moter_in2_6,boat_in2_1,boat_in2_2,boat_in2_3,boat_in2_4,boat_in2_5,boat_in2_6,EST_1,EST_2,EST_3,EST_4,EST_5,EST_6,ESC_1,ESC_2,ESC_3,ESC_4,ESC_5,ESC_6,ET_1_y,ET_2_y,ET_3_y,ET_4_y,ET_5_y,ET_6_y
0,68.64674634957228,48.30484124094797,48.30484124094797,48.30484124094797,48.30484124094797,38.13388868663582,63.81384381601231,54.49394575645379,50.43872293664589,48.44668365674025,49.727280336679584,33.079523497468195,67.37185588281612,50.77570783311939,48.70434688932163,46.67719181932442,50.0684138523104,36.40248372310806,64.17428170003032,53.492543010887466,48.04961883807582,52.131811967684555,48.798020911837426,33.35372357148438,66.8041439844552,49.803163916293464,44.71842819707205,49.803163916293464,52.4268592595913,36.4442407262945,55.55798107836939,42.15965406815572,56.80482854461957,35.18576146031579,48.47842343101674,61.81335141752278,57.49181926901586,51.781442366899554,55.03928559951721,30.25771404353801,55.03928559951721,50.39045312151224,52.05846742398155,54.116934847963094,37.649195456110725,43.824597728055366,45.883065152036906,66.46773939185236,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,46.047152924789614,55.929270612815934,40.11788231197403,65.81138830084208,40.11788231197403,51.97642353760537
1,45.917517095361376,45.917517095361376,45.917517095361376,70.41241452319316,45.917517095361376,45.917517095361376,39.036942154435934,39.18279214794676,47.78794176508573,53.330241518497274,56.24724138871388,64.41484102532037,35.70806091760031,43.88117187129295,45.40721054128223,56.55903159120397,55.75199190995964,62.69253316866092,45.63834545680983,35.422891395127564,54.59121530862126,59.29721099995802,43.91663971607686,61.13369712340652,42.77403717504723,42.84781331279491,46.942388957790826,62.07879321902199,42.02397977461255,63.33298756073245,38.94428475914336,47.46252439127382,47.42653182944791,45.61490621754411,68.47018297699272,52.08156982559807,63.08438201167053,43.07361535325562,56.08715314745355,44.97006055944527,56.201593806447754,36.58319512172725,42.66591095600837,40.428392264621095,40.428392264621095,59.82022092331083,62.05773961469811,54.59934397674051,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,40.96492097094749,40.96492097094749,47.741230242736926,68.07015805810502,52.25876975726328,50.0
2,45.91751709536137,45.91751709536137,37.752551286084106,62.247448713915894,45.91751709536137,62.247448713915894,54.02180823315258,39.145442295469906,42.08611928315136,55.6651277262687,43.81592927590516,65.2655731860523,51.34642927228405,39.37079426598301,47.07957594462334,56.959711872228795,40.08193648725979,65.16155215762103,44.833667269940015,49.25026833732639,35.18257604861424,59.31030410192868,48.59595706808396,62.82722717410672,42.794291751670386,49.96087398236201,37.049288161825686,59.9706134947475,47.0916326889095,63.13329992048493,54.08099617347477,44.623886877481894,53.832995055572866,66.18345072708804,41.78014072553997,39.498530440842394,55.099028585354105,45.555436497087776,50.79944152475495,62.902903365863544,52.41489331052921,33.228296716410455,50.278682383309956,53.62287098302947,53.62287098302947,48.606588083450205,31.885645084852648,61.98334248232825,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,54.36178372144974,40.086855178523116,50.79305158571806,65.06798012864468,51.98262896429536,37.707700421368735
3,44.023856953328036,44.023856953328036,44.023856953328036,55.976143046671964,44.023856953328036,67.92842914001591,46.31258581439469,36.19468103681917,42.53523469743316,56.70030138603888,55.35124741569548,62.90594964961853,48.911000959311686,37.12914139081034,39.0698180643744,58.32730197897163,60.176112301124384,56.38662530540757,53.33663852520908,35.179117248489845,41.79031730309019,59.94783857980942,49.61201877613848,60.134069567262955,53.18659694885793,38.43217423655014,38.28388858115006,61.787164962062484,49.39604488269343,58.91413038868596,49.69853871420114,46.53319521331309,47.23336336097496,44.9724037174835,69.71167826820297,41.85082072582433,42.93499673212761,40.92915984219539,56.6816655511298,43.65709801250322,49.00599638565582,66.79108347638821,50.0,47.05116087690206,66.21861517703869,55.89767824619589,38.20464350760823,42.62790219225514,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,37.2198069915461,57.3029674334022,57.3029674334022,57.3029674334022,53.65148371670102,37.2198069915461
4,70.41241452319315,45.91751709536137,45.91751709536137,45.91751709536137,45.91751709536137,45.91751709536137,56.67359230619291,63.04963591083582,38.05554498063563,38.82067021319277,54.12317486433576,49.277381724807135,61.64808721478498,61.72661364544646,44.706009799572435,39.680318237238225,51.69486212844342,40.54410897451442,66.20549833461638,45.99743715831764,39.114981540302864,47.31535419155451,57.56582000561909,43.80090876958951,64.6160498689612,53.94809117644466,40.06554797297017,42.74267829124429,57.010566010227926,41.61706668015176,69.59548257639156,50.35848127283588,45.545870185014124,46.2449086670441,46.67508619444716,41.580171104267144,33.058554853892765,53.99884885428999,51.66154952394953,57.027797986465906,60.36679702980942,43.886451751592475,54.912507507890744,40.174984984218504,47.543746246054624,67.80783971610396,45.701555930595596,43.85936561513657,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,43.33394882210973,34.91367365003771,47.54408640814565,55.96436158021768,55.96436158021768,62.27956795927174
5,54.76731294622796,45.23268705377204,45.23268705377204,54.76731294622796,64.30193883868388,35.69806116131612,59.39526950944542,44.57507807292976,48.8564667101454,56.04700403675114,57.91325036579386,33.21293130493442,60.9247398522265,43.28772833982777,47.37456840313486,55.601247896564246,58.05688522566952,34.7548302825771,58.199155231910176,45.687728123196784,49.891567631724484,54.645909933035576,59.15002369217239,32.42561538796059,59.912273069930286,42.749592799441075,48.897655679428105,53.34057105953932,60.293548287293824,34.80635910436739,52.766194823515,40.92151919154769,40.84840390986888,51.94730366871233,67.50623560996321,46.010342796392905,46.31181835450637,35.01335069209563,59.36470646139083,60.347181910296115,55.247666485025846,43.71527609668527,57.15096941934194,66.68559531179787,47.61634352688602,42.84903058065806,45.23268705377204,40.46537410754408,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,54.83820624822613,49.032358750354746,43.22651125248337,37.420663754611994,49.032358750354746,66.44990124396888
6,54.08248290463863,41.83503419072274,41.83503419072274,66.32993161855453,54.08248290463863,41.83503419072274,53.79525383886599,59.511562089997476,43.20602707857324,62.60399114388828,42.36263733660302,38.52052851207202,54.85567072905084,60.02755295204113,42.459572067597946,61.71502775142949,40.76297578280748,40.17920071707313,55.84521723252274,55.84521723252274,37.18463693548786,63.653545158232376,44.86062032008377,42.610763121150484,53.316392690397365,58.12532941703815,36.93187340464002,63.40612423585455,45.35504232666846,42.865237925401416,56.795286941636036,61.49871690888699,35.12312897098804,56.82127274256007,45.69934994707165,44.062244488857246,67.9584876418241,38.99975774712262,44.990165197636074,49.620505650456415,45.34164318580395,53.0894405771568,41.28398071089433,65.56432015911726,52.490291225458755,45.019417549082476,56.225728063646905,39.41626229180026,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,46.77251387816056,46.77251387816056,56.45497224367917,53.22748612183973,62.909944487358054,33.862569390802506
7,56.45497224367903,46.77251387816048,46.77251387816048,66.13743060919757,37.09005551264194,46.77251387816048,46.16803745270033,52.77121166915443,44.81558008306516,69.08025642063744,42.11066534379481,45.05424903064784,46.34660198100355,53.508708988541144,44.86511212568945,68.7293659096981,45.11045439472236,41.43975660034538,54.429825216933594,45.68752114642889,43.340593879179316,66.86853973335639,38.52939298131767,51.14412704278418,54.78969483786738,45.30825393182316,45.27397186243147,65.80893142805307,36.654480129663995,52.16466781016092,43.3255625661872,68.3407978649981,43.97910123158137,54.296669098016984,47.76128244407529,42.29658679514106,36.88925354403677,50.64192082054419,48.09368968444452,47.25724740312935,49.3386270333787,67.77926151446646,52.35702260395516,45.28595479208968,66.49915822768611,40.571909584179366,40.571909584179366,54.71404520791032,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,42.792500298435534,62.613124477737855,60.81124955234678,39.18875044765338,51.801874925391076,42.792500298435534
8,59.12870929175277,40.87129070824723,59.12870929175277,59.12870929175277,40.87129070824723,40.87129070824723,55.775603293272624,40.44400182385803,62.49630530726257,58.29586654851886,39.81393601004647,43.17428701704145,58.02612890923237,38.17565308268152,59.361961737398644,59.575694989905244,41.47516016825222,43.38540111252999,51.295480734182654,38.664543575901796,66.47689558788562,54.81756898024174,41.94372918430163,46.80178193748658,54.099654691347055,41.46256076697617,65.58792189532059,54.88998229332254,39.26267981302379,44.69720054000985,47.41998882574505,41.02099794607861,69.6791848230006,48.6871157326097,47.12432588080997,46.068386791756105,36.28893044359829,54.436628359042196,42.40109398078941,47.14451047104198,63.85266407849879,55.876172667029294,37.22085872944105,41.48057248629403,45.74028624314701,55.67961834247065,62.77914127055896,57.099522928088305,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,51.86338998124962,51.86338998124962,40.683050093750744,53.72677996249941,36.95627013125101,64.90711984999844
9,61.180339887498945,61.180339887498945,50.0,38.819660112501055,38.819660112501055,50.0,53.624415106866856,64.13521891678072,45.529888034864214,37.07291945217491,42.7511697862663,56.88638870304702,53.31170291786637,60.364824416054624,48.44021478291385,33.72658522518192,44.80829105889072,59.34838159909252,56.31641428397344,57.9552677198152,49.556143861126195,30.606901009205902,51.194997296967955,54.37027582891136,55.90973460418426,56.06573287794187,51.370184837837705,30.09202029729923,51.21418656408009,55.348140818656844,66.9101467180668,37.470988068311804,45.0848605804193,54.507458463050064,46.480163009108686,49.546383161043366,64.78581135872724,39.220073053507136,41.40282009232377,55.35232990361168,44.03716996675763,55.2017956250726,45.48151942942468,49.3545027756321,68.71941950666918,45.48151942942468,39.67204441011356,51.29099444873581,36.63693790437878,41.98216274262727,47.32738758087576,52.67261241912424,58.01783725737273,63.36306209562122,50.45586598780353,42.2502782073371,47.720670060981384,44.98547413415924,44.98547413415924,69.60223747555904
